Order,Level,Code,Parent,Description,Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas,"Décisions de classement (""rulings"")",Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas
513510,6,93.29.22,93.29.2,Services de jeux fonctionnant avec des pièces de monnaie,"Cette sous-catégorie comprend:
- les jeux fonctionnant au moyen de pièces de monnaie, tels que les flippers, baby-foot, etc.",,"Cette sous-catégorie ne comprend pas:
- les machines à sous, voir 92.00.12
- les services des parcs d’attractions et parcs à thèmes, voir 93.21.10",,"This subcategory includes:
- coin-operated games such as flipper, table soccer etc.",,"This subcategory excludes:
- coin-operated gambling machine services, see 92.00.12
- amusement or theme park services, see 93.21.10"
513511,6,93.29.29,93.29.2,Services du spectacle n.c.a.,"Cette sous-catégorie comprend:
- les services du spectacle n.c.a., tels que les corridas, rodéos, etc.",,"Cette sous-catégorie ne comprend pas:
- les services d’administration de biens immobiliers non résidentiels, voir 68.32.13
- les services des imprésarios et des agents similaires, voir 74.90.20
- les services d’engagement et de placement d’acteurs pour des films cinématographiques, émissions de télévision et pièces de théâtre, voir 78.10.12
- les services de troupes de théâtre et de cirque, voir 90.01.10",,"This subcategory includes: 
- entertainment services n.e.c. such as bullfights, rodeos",,"This subcategory excludes:
- non-residential property management services, see 68.32.13
- personal theatrical or artistic agency services, see 74.90.20
- motion picture, television and other theatrical casting services, see 78.10.12
- services of theatrical and circus groups, see 90.01.10"
513512,1,S,,AUTRES SERVICES,,,,,,,
513513,2,94,S,Services fournis par des organisations associatives,,,,,,,
513514,3,94.1,94,"Services fournis par des organisations consulaires, patronales et professionnelles",,,,,,,
513515,4,94.11,94.1,Services fournis par des organisations consulaires et patronales,,,,,,,
513516,5,94.11.1,94.11,Services fournis par des organisations consulaires et patronales,,,,,,,
513517,6,94.11.10,94.11.1,Services fournis par des organisations consulaires et patronales,"Cette sous-catégorie comprend:
- les services de représentation, négociation, diffusion d’informations et les services similaires fournis par des organisations patronales et consulaires dont les membres ont pour intérêt essentiel le développement et la défense des entreprises ou du commerce en général ou d’une branche en particulier, y compris les chambres de commerce",,"Cette sous-catégorie ne comprend pas:
- les services de relations publiques fournis par des tiers pour le compte d’une association, voir 70.21.10
- les services fournis par les syndicats de salariés, voir 94.20.10",,"This subcategory includes:
- representation, negotiation, information dissemination, and similar services provided by business and employers membership organisations whose member interests centre on the development and welfare of business or trade in general or of a particular line, including chambers of commerce",,"This subcategory excludes:
- public relations services rendered by others on behalf of the association, see 70.21.10
- services furnished by trade unions, see 94.20.10"
513518,4,94.12,94.1,Services fournis par des organisations professionnelles,,,,,,,
513519,5,94.12.1,94.12,Services fournis par des organisations professionnelles,,,,,,,
513520,6,94.12.10,94.12.1,Services fournis par des organisations professionnelles,"Cette sous-catégorie comprend:
- les services de représentation, négociation, diffusion d’informations et les services similaires fournis par des organisations professionnelles dont les membres s’intéressent en général ou en particulier à une discipline, une profession ou un domaine technique","Cette sous-catégorie comprend également:
- les services des sociétés savantes","Cette sous-catégorie ne comprend pas:
- les services d’enseignement assurés par ces organisations, voir division 85",,"This subcategory includes:
- representation, negotiation, information dissemination, and similar services provided by professional organisations, whose member interests centre on scholarly disciplines or professional practices or technical fields in general or on a particular field","This subcategory also includes:
- services of learned societies","This subcategory excludes:
- education services provided by these organisations, see division 85"
513521,3,94.2,94,Services fournis par des syndicats de salariés,,,,,,,
513522,4,94.20,94.2,Services fournis par des syndicats de salariés,,,,,,,
513523,5,94.20.1,94.20,Services fournis par des syndicats de salariés,,,,,,,
513524,6,94.20.10,94.20.1,Services fournis par des syndicats de salariés,"Cette sous-catégorie comprend:
- les services de représentation, négociation et diffusion d’informations fournis par des associations dont les membres sont principalement des salariés et qui visent à faire connaître leurs vues sur la situation des travailleurs et à s’organiser en vue d’une action concertée",,"Cette sous-catégorie ne comprend pas:
- les services d’enseignement assurés par ces organisations, voir division 85",,"This subcategory includes:
- representation, negotiation, and information dissemination services of members' views concerning the work situation and organisational services for concerted action, provided by associations whose members are mainly employees",,"This subcategory excludes:
- education services provided by these organisations, see division 85"
513525,3,94.9,94,Services fournis par d’autres organisations associatives,,,,,,,
513526,4,94.91,94.9,Services fournis par des organisations religieuses,,,,,,,
513527,5,94.91.1,94.91,Services fournis par des organisations religieuses,,,,,,,
513528,6,94.91.10,94.91.1,Services fournis par des organisations religieuses,"Cette sous-catégorie comprend:
- les services de culte, d’instruction et d’étude religieux
- les services religieux spécialisés, tels que les mariages, les cérémonies funèbres, etc.
- les services religieux, y compris les retraites, fournis par des ordres religieux
- les services des missionnaires",,"Cette sous-catégorie ne comprend pas:
- les services d’enseignement assurés par ces organisations, voir division 85
- les services de santé fournis par ces organisations, voir division 86
- les services d’action sociale fournis par ces organisations, voir divisions 87 et 88",,"This subcategory includes:
- religious worship, training and study services
- specialised religious services such as marriage services, services for the dead, etc.
- religious services, including retreat services provided by houses of religious orders
- missionary services",,"This subcategory excludes:
- education services provided by such organisations, see division 85
- health services by such organisations, see division 86
- social work services provided by such organisations, see divisions 87, 88"
513529,4,94.92,94.9,Services fournis par des organisations politiques,,,,,,,
513530,5,94.92.1,94.92,Services fournis par des organisations politiques,,,,,,,
513531,6,94.92.10,94.92.1,Services fournis par des organisations politiques,"Cette sous-catégorie comprend:
- les services de diffusion d’informations, relations publiques, collecte de fonds et les services similaires fournis par des partis politiques et des organisations similaires dont le but est de faire accéder les membres ou sympathisants du parti à des postes politiques",,,,"This subcategory includes:
- information dissemination, public relations, fund-raising and similar services provided by political parties and similar organisations, engaged in placing their members or those sympathetic to the party in political offices",,
513532,4,94.99,94.9,Services fournis par d’autres organisations associatives n.c.a.,,,,,,,
513533,5,94.99.1,94.99,Services (à l’exclusion des services d’octroi d’aides financières) fournis par d’autres organisations associatives n.c.a.,,,,,,,
513534,6,94.99.11,94.99.1,Services fournis par des organisations de défense des droits de l’homme,"Cette sous-catégorie comprend:
- les services fournis par des organisations qui militent en faveur des droits de l’homme, telles que les initiatives individuelles ou mouvements de protestation, en diffusant des informations, exerçant des pressions politiques, collectant des fonds, etc.",,,,"This subcategory includes:
- services provided by membership organisations in the purpose of furthering human rights, such as citizen initiative or protest movements, by means of information dissemination, political influence, fund-raising etc.",,
